"gene_id","variance"
"MSTRG.6017",2.44239452295574
"MSTRG.18796",2.42555994580124
"MSTRG.7080",2.41520382770829
"MSTRG.16227",2.41131962454404
"MSTRG.38453",2.40789222970061
"MSTRG.3454",2.40675452926636
"MSTRG.26340",2.40392514644075
"MSTRG.22908",2.39920575646322
"MSTRG.3676",2.39198643906556
"MSTRG.16311",2.39185847191621
"MSTRG.22078",2.38855540031541
"MSTRG.40824",2.38348002533066
"MSTRG.35142",2.38027053041642
"MSTRG.23540",2.37448304946579
"MSTRG.32963",2.37377342457127
"MSTRG.463",2.37321247475808
"MSTRG.20649",2.37306537153112
"MSTRG.12072",2.37295369650433
"MSTRG.24479",2.36665886052472
"MSTRG.26238",2.36100459755248
"MSTRG.29611",2.35720829642272
"MSTRG.312",2.34796598077532
"MSTRG.1091",2.34787215759387
"MSTRG.31332",2.34718355073671
"MSTRG.40925",2.34669653944115
"MSTRG.14177",2.34012185125328
"MSTRG.26337",2.33967715878666
"MSTRG.30611",2.33322046980159
"MSTRG.6197",2.32715989677404
"MSTRG.51",2.32506396790119
"MSTRG.23133",2.31913663175504
"MSTRG.3124",2.31674147805987
"MSTRG.39231",2.31244085111507
"MSTRG.106",2.31154400088388
"MSTRG.10294",2.30315971058965
"MSTRG.23148",2.30310754740997
"MSTRG.24044",2.3011228250855
"MSTRG.22151",2.29733625982321
"MSTRG.12534",2.29721091692746
"MSTRG.37665",2.29545158960852
"MSTRG.12192",2.29543337722252
"MSTRG.4921",2.28963678018296
"MSTRG.29186",2.2864044966862
"MSTRG.16403",2.28260381888943
"MSTRG.24944",2.28196360409517
"MSTRG.5718",2.2815812482494
"MSTRG.13742",2.27597164728127
"MSTRG.32968",2.27477651258438
"MSTRG.13020",2.27027315899294
"MSTRG.7697",2.26692534379588
"MSTRG.9803",2.26561301218171
"MSTRG.11536",2.26383056768142
"MSTRG.10843",2.26114970541516
"MSTRG.7809",2.25974682893743
"MSTRG.32530",2.2567070847713
"MSTRG.9192",2.2534879725568
"MSTRG.7114",2.2430787682445
"MSTRG.18686",2.23767936533396
"MSTRG.3097",2.23692081157993
"MSTRG.8013",2.23682429277359
"MSTRG.25527",2.22559262458336
"MSTRG.21837",2.22383966665861
"MSTRG.13112",2.22370025747193
"MSTRG.19996",2.22346331711464
"MSTRG.8310",2.22266878959531
"MSTRG.11421",2.2193346859132
"MSTRG.11839",2.21716714528933
"MSTRG.9340",2.21643412058443
"MSTRG.10974",2.21518791444493
"MSTRG.21494",2.21475751089934
"MSTRG.38452",2.21439671752782
"MSTRG.35441",2.21312531887004
"MSTRG.22077",2.21171273350202
"MSTRG.27555",2.21020405726476
"MSTRG.35793",2.20414326155789
"MSTRG.30726",2.20380445500198
"MSTRG.10386",2.20095327074294
"MSTRG.22918",2.19643674157573
"MSTRG.14144",2.18269211822338
"MSTRG.8750",2.18228925021201
"MSTRG.16418",2.17325753175402
"MSTRG.21698",2.1732571257923
"MSTRG.26396",2.17139692882989
"MSTRG.7991",2.17059137743212
"MSTRG.13113",2.16906438278707
"MSTRG.37560",2.16794925764197
"MSTRG.18589",2.16717493045373
"MSTRG.7317",2.16349949002331
"MSTRG.25262",2.16290243139668
"MSTRG.26600",2.1626182765797
"MSTRG.6151",2.15456624416715
"MSTRG.9723",2.15359767330128
"MSTRG.30016",2.14357196152301
"MSTRG.22867",2.14260891483547
"MSTRG.3578",2.14099226927497
"MSTRG.26854",2.13576363251128
"MSTRG.27229",2.13348919444133
"MSTRG.32564",2.13183864630148
"MSTRG.18472",2.13155895054985
"MSTRG.2141",2.13131058854666
"MSTRG.39976",2.12974566233922
"MSTRG.13278",2.12729971346994
"MSTRG.23912",2.12637839319011
"MSTRG.6195",2.12615671162794
"MSTRG.21327",2.12092451049456
"MSTRG.15168",2.11236856434592
"MSTRG.16535",2.11226057053505
"MSTRG.20236",2.10928876530872
"MSTRG.30058",2.10723130216291
"MSTRG.9349",2.1031280023844
"MSTRG.23804",2.10017125754616
"MSTRG.25757",2.09209521348093
"MSTRG.26172",2.08913370152234
"MSTRG.35998",2.08819474540117
"MSTRG.19662",2.08683722941841
"MSTRG.4741",2.0854290710602
"MSTRG.16",2.08469468711066
"MSTRG.11121",2.0793612272509
"MSTRG.9121",2.07825767119319
"MSTRG.7479",2.07421932618209
"MSTRG.22429",2.07413761002458
"MSTRG.10200",2.07170661107103
"MSTRG.4979",2.06980485788675
"MSTRG.11422",2.06120870802872
"MSTRG.11649",2.06013360608998
"MSTRG.22933",2.05964731152609
"MSTRG.12316",2.05960834195777
"MSTRG.5062",2.0562501621946
"MSTRG.9460",2.05559707556491
"MSTRG.8014",2.05254085703012
"MSTRG.33083",2.05182808902061
"MSTRG.11342",2.05176734369567
